sa4_code,sa4_name,date,unemployed
101,Capital Region,2012-01-01,4.6
101,Capital Region,2012-02-01,4.4
101,Capital Region,2012-03-01,4.1
101,Capital Region,2012-04-01,4.1
101,Capital Region,2012-05-01,4.5
101,Capital Region,2012-06-01,4.8
101,Capital Region,2012-07-01,4.6
101,Capital Region,2012-08-01,4.0
101,Capital Region,2012-09-01,5.3
101,Capital Region,2012-10-01,4.7
101,Capital Region,2012-11-01,4.3
101,Capital Region,2012-12-01,4.7
101,Capital Region,2013-01-01,5.0
101,Capital Region,2013-02-01,4.7
101,Capital Region,2013-03-01,5.6
101,Capital Region,2013-04-01,4.8
101,Capital Region,2013-05-01,5.0
101,Capital Region,2013-06-01,4.9
101,Capital Region,2013-07-01,4.7
101,Capital Region,2013-08-01,4.6
101,Capital Region,2013-09-01,4.8
101,Capital Region,2013-10-01,5.1
101,Capital Region,2013-11-01,4.9
101,Capital Region,2013-12-01,4.9
101,Capital Region,2014-01-01,6.1
101,Capital Region,2014-02-01,6.0
101,Capital Region,2014-03-01,5.4
101,Capital Region,2014-04-01,5.3
101,Capital Region,2014-05-01,5.7
101,Capital Region,2014-06-01,5.6
101,Capital Region,2014-07-01,4.9
101,Capital Region,2014-08-01,5.6
101,Capital Region,2014-09-01,5.7
101,Capital Region,2014-10-01,6.0
101,Capital Region,2014-11-01,5.8
101,Capital Region,2014-12-01,4.8
101,Capital Region,2015-01-01,6.9
101,Capital Region,2015-02-01,6.9
101,Capital Region,2015-03-01,6.4
101,Capital Region,2015-04-01,6.2
101,Capital Region,2015-05-01,5.7
101,Capital Region,2015-06-01,5.4
101,Capital Region,2015-07-01,5.3
101,Capital Region,2015-08-01,6.0
101,Capital Region,2015-09-01,5.7
101,Capital Region,2015-10-01,5.2
101,Capital Region,2015-11-01,5.1
101,Capital Region,2015-12-01,4.5
101,Capital Region,2016-01-01,5.8
101,Capital Region,2016-02-01,5.1
101,Capital Region,2016-03-01,5.5
101,Capital Region,2016-04-01,4.8
101,Capital Region,2016-05-01,4.7
101,Capital Region,2016-06-01,4.9
101,Capital Region,2016-07-01,4.5
101,Capital Region,2016-08-01,4.6
101,Capital Region,2016-09-01,4.2
101,Capital Region,2016-10-01,4.5
101,Capital Region,2016-11-01,4.3
101,Capital Region,2016-12-01,4.4
101,Capital Region,2017-01-01,5.0
101,Capital Region,2017-02-01,5.3
101,Capital Region,2017-03-01,4.6
101,Capital Region,2017-04-01,4.2
101,Capital Region,2017-05-01,4.3
101,Capital Region,2017-06-01,4.2
101,Capital Region,2017-07-01,5.0
101,Capital Region,2017-08-01,4.3
101,Capital Region,2017-09-01,4.4
101,Capital Region,2017-10-01,4.3
101,Capital Region,2017-11-01,4.7
101,Capital Region,2017-12-01,4.5
101,Capital Region,2018-01-01,5.6
101,Capital Region,2018-02-01,5.2
101,Capital Region,2018-03-01,5.3
101,Capital Region,2018-04-01,4.9
101,Capital Region,2018-05-01,5.1
101,Capital Region,2018-06-01,4.7
101,Capital Region,2018-07-01,5.0
101,Capital Region,2018-08-01,5.0
101,Capital Region,2018-09-01,4.6
101,Capital Region,2018-10-01,4.6
101,Capital Region,2018-11-01,4.2
101,Capital Region,2018-12-01,4.5
101,Capital Region,2019-01-01,4.1
101,Capital Region,2019-02-01,4.4
101,Capital Region,2019-03-01,4.4
101,Capital Region,2019-04-01,4.4
101,Capital Region,2019-05-01,4.4
101,Capital Region,2019-06-01,4.1
101,Capital Region,2019-07-01,4.5
101,Capital Region,2019-08-01,4.4
101,Capital Region,2019-09-01,4.5
101,Capital Region,2019-10-01,4.3
101,Capital Region,2019-11-01,4.3
101,Capital Region,2019-12-01,4.1
101,Capital Region,2020-01-01,4.6
101,Capital Region,2020-02-01,5.0
101,Capital Region,2020-03-01,4.9
101,Capital Region,2020-04-01,5.5
101,Capital Region,2020-05-01,5.6
101,Capital Region,2020-06-01,6.1
101,Capital Region,2020-07-01,6.0
101,Capital Region,2020-08-01,4.9
101,Capital Region,2020-09-01,6.2
101,Capital Region,2020-10-01,5.2
101,Capital Region,2020-11-01,5.6
101,Capital Region,2020-12-01,4.6
101,Capital Region,2021-01-01,5.6
101,Capital Region,2021-02-01,5.0
101,Capital Region,2021-03-01,4.5
101,Capital Region,2021-04-01,4.4
101,Capital Region,2021-05-01,4.2
101,Capital Region,2021-06-01,4.9
101,Capital Region,2021-07-01,3.8
101,Capital Region,2021-08-01,3.9
101,Capital Region,2021-09-01,4.4
101,Capital Region,2021-10-01,4.6
101,Capital Region,2021-11-01,4.0
101,Capital Region,2021-12-01,3.6
101,Capital Region,2022-01-01,4.0
101,Capital Region,2022-02-01,4.0
101,Capital Region,2022-03-01,4.0
101,Capital Region,2022-04-01,3.4
101,Capital Region,2022-05-01,3.6
101,Capital Region,2022-06-01,3.4
101,Capital Region,2022-07-01,3.3
101,Capital Region,2022-08-01,3.3
101,Capital Region,2022-09-01,2.8
101,Capital Region,2022-10-01,3.2
101,Capital Region,2022-11-01,3.2
101,Capital Region,2022-12-01,3.2
101,Capital Region,2023-01-01,3.4
101,Capital Region,2023-02-01,3.0
101,Capital Region,2023-03-01,3.1
101,Capital Region,2023-04-01,3.4
101,Capital Region,2023-05-01,2.7
101,Capital Region,2023-06-01,3.1
101,Capital Region,2023-07-01,3.4
101,Capital Region,2023-08-01,3.3
101,Capital Region,2023-09-01,3.1
101,Capital Region,2023-10-01,3.5
101,Capital Region,2023-11-01,3.1
101,Capital Region,2023-12-01,3.2
101,Capital Region,2024-01-01,4.3
101,Capital Region,2024-02-01,3.2
101,Capital Region,2024-03-01,3.9
101,Capital Region,2024-04-01,3.9
101,Capital Region,2024-05-01,3.3
101,Capital Region,2024-06-01,3.5
101,Capital Region,2024-07-01,3.8
101,Capital Region,2024-08-01,4.1
101,Capital Region,2024-09-01,3.7
101,Capital Region,2024-10-01,3.7
101,Capital Region,2024-11-01,3.7
101,Capital Region,2024-12-01,3.4
101,Capital Region,2025-01-01,4.0
101,Capital Region,2025-02-01,4.1
101,Capital Region,2025-03-01,4.2
101,Capital Region,2025-04-01,3.8
101,Capital Region,2025-05-01,3.9
101,Capital Region,2025-06-01,3.9
101,Capital Region,2025-07-01,3.9
101,Capital Region,2025-08-01,4.3
101,Capital Region,2025-09-01,3.9
101,Capital Region,2025-10-01,3.6
101,Capital Region,2025-11-01,3.7
101,Capital Region,2025-12-01,3.8
101,Capital Region,2026-01-01,4.2
101,Capital Region,2026-02-01,4.1
101,Capital Region,2026-03-01,4.4
102,Central Coast,2012-01-01,8.8
102,Central Coast,2012-02-01,9.1
102,Central Coast,2012-03-01,8.5
102,Central Coast,2012-04-01,8.6
102,Central Coast,2012-05-01,7.9
102,Central Coast,2012-06-01,8.6
102,Central Coast,2012-07-01,8.2
102,Central Coast,2012-08-01,7.4
102,Central Coast,2012-09-01,8.4
102,Central Coast,2012-10-01,7.7
102,Central Coast,2012-11-01,8.3
102,Central Coast,2012-12-01,7.6
102,Central Coast,2013-01-01,8.0
102,Central Coast,2013-02-01,10.1
102,Central Coast,2013-03-01,10.0
102,Central Coast,2013-04-01,9.2
102,Central Coast,2013-05-01,9.9
102,Central Coast,2013-06-01,8.9
102,Central Coast,2013-07-01,9.3
102,Central Coast,2013-08-01,9.8
102,Central Coast,2013-09-01,9.3
102,Central Coast,2013-10-01,10.0
102,Central Coast,2013-11-01,10.5
102,Central Coast,2013-12-01,9.5
102,Central Coast,2014-01-01,10.1
102,Central Coast,2014-02-01,10.5
102,Central Coast,2014-03-01,8.9
102,Central Coast,2014-04-01,8.7
102,Central Coast,2014-05-01,10.8
102,Central Coast,2014-06-01,10.2
102,Central Coast,2014-07-01,9.1
102,Central Coast,2014-08-01,9.6
102,Central Coast,2014-09-01,10.1
102,Central Coast,2014-10-01,8.7
102,Central Coast,2014-11-01,9.8
102,Central Coast,2014-12-01,10.0
102,Central Coast,2015-01-01,10.7
102,Central Coast,2015-02-01,11.0
102,Central Coast,2015-03-01,9.8
102,Central Coast,2015-04-01,9.6
102,Central Coast,2015-05-01,9.0
102,Central Coast,2015-06-01,8.9
102,Central Coast,2015-07-01,10.3
102,Central Coast,2015-08-01,10.4
102,Central Coast,2015-09-01,10.9
102,Central Coast,2015-10-01,9.9
102,Central Coast,2015-11-01,9.3
102,Central Coast,2015-12-01,8.9
102,Central Coast,2016-01-01,10.5
102,Central Coast,2016-02-01,10.2
102,Central Coast,2016-03-01,10.1
102,Central Coast,2016-04-01,9.2
102,Central Coast,2016-05-01,8.8
102,Central Coast,2016-06-01,9.3
102,Central Coast,2016-07-01,9.7
102,Central Coast,2016-08-01,9.2
102,Central Coast,2016-09-01,8.6
102,Central Coast,2016-10-01,8.8
102,Central Coast,2016-11-01,8.8
102,Central Coast,2016-12-01,9.4
102,Central Coast,2017-01-01,11.0
102,Central Coast,2017-02-01,10.8
102,Central Coast,2017-03-01,10.5
102,Central Coast,2017-04-01,9.1
102,Central Coast,2017-05-01,8.6
102,Central Coast,2017-06-01,9.6
102,Central Coast,2017-07-01,9.7
102,Central Coast,2017-08-01,9.3
102,Central Coast,2017-09-01,9.1
102,Central Coast,2017-10-01,8.8
102,Central Coast,2017-11-01,8.2
102,Central Coast,2017-12-01,8.8
102,Central Coast,2018-01-01,10.3
102,Central Coast,2018-02-01,10.7
102,Central Coast,2018-03-01,10.0
102,Central Coast,2018-04-01,9.4
102,Central Coast,2018-05-01,9.3
102,Central Coast,2018-06-01,8.9
102,Central Coast,2018-07-01,9.6
102,Central Coast,2018-08-01,9.2
102,Central Coast,2018-09-01,8.9
102,Central Coast,2018-10-01,9.0
102,Central Coast,2018-11-01,7.6
102,Central Coast,2018-12-01,9.0
102,Central Coast,2019-01-01,8.2
102,Central Coast,2019-02-01,9.7
102,Central Coast,2019-03-01,9.7
102,Central Coast,2019-04-01,9.9
102,Central Coast,2019-05-01,10.3
102,Central Coast,2019-06-01,9.7
102,Central Coast,2019-07-01,9.9
102,Central Coast,2019-08-01,9.0
102,Central Coast,2019-09-01,9.5
102,Central Coast,2019-10-01,9.3
102,Central Coast,2019-11-01,9.1
102,Central Coast,2019-12-01,9.2
102,Central Coast,2020-01-01,9.9
102,Central Coast,2020-02-01,10.3
102,Central Coast,2020-03-01,10.2
102,Central Coast,2020-04-01,12.0
102,Central Coast,2020-05-01,10.8
102,Central Coast,2020-06-01,11.0
102,Central Coast,2020-07-01,11.2
102,Central Coast,2020-08-01,10.9
102,Central Coast,2020-09-01,11.6
102,Central Coast,2020-10-01,11.2
102,Central Coast,2020-11-01,11.4
102,Central Coast,2020-12-01,10.7
102,Central Coast,2021-01-01,11.2
102,Central Coast,2021-02-01,11.0
102,Central Coast,2021-03-01,10.9
102,Central Coast,2021-04-01,9.7
102,Central Coast,2021-05-01,9.6
102,Central Coast,2021-06-01,9.9
102,Central Coast,2021-07-01,7.8
102,Central Coast,2021-08-01,8.5
102,Central Coast,2021-09-01,6.9
102,Central Coast,2021-10-01,9.2
102,Central Coast,2021-11-01,8.7
102,Central Coast,2021-12-01,6.4
102,Central Coast,2022-01-01,8.1
102,Central Coast,2022-02-01,7.0
102,Central Coast,2022-03-01,7.8
102,Central Coast,2022-04-01,6.5
102,Central Coast,2022-05-01,6.6
102,Central Coast,2022-06-01,6.6
102,Central Coast,2022-07-01,6.5
102,Central Coast,2022-08-01,6.6
102,Central Coast,2022-09-01,6.3
102,Central Coast,2022-10-01,5.5
102,Central Coast,2022-11-01,6.2
102,Central Coast,2022-12-01,5.8
102,Central Coast,2023-01-01,6.5
102,Central Coast,2023-02-01,6.3
102,Central Coast,2023-03-01,6.6
102,Central Coast,2023-04-01,6.3
102,Central Coast,2023-05-01,5.8
102,Central Coast,2023-06-01,5.0
102,Central Coast,2023-07-01,7.4
102,Central Coast,2023-08-01,6.5
102,Central Coast,2023-09-01,5.8
102,Central Coast,2023-10-01,6.5
102,Central Coast,2023-11-01,6.2
102,Central Coast,2023-12-01,6.2
102,Central Coast,2024-01-01,8.1
102,Central Coast,2024-02-01,6.6
102,Central Coast,2024-03-01,8.1
102,Central Coast,2024-04-01,7.2
102,Central Coast,2024-05-01,7.0
102,Central Coast,2024-06-01,7.4
102,Central Coast,2024-07-01,8.1
102,Central Coast,2024-08-01,7.0
102,Central Coast,2024-09-01,6.8
102,Central Coast,2024-10-01,7.3
102,Central Coast,2024-11-01,7.2
102,Central Coast,2024-12-01,6.8
102,Central Coast,2025-01-01,8.6
102,Central Coast,2025-02-01,8.6
102,Central Coast,2025-03-01,7.4
102,Central Coast,2025-04-01,7.1
102,Central Coast,2025-05-01,7.8
102,Central Coast,2025-06-01,8.5
102,Central Coast,2025-07-01,7.8
102,Central Coast,2025-08-01,7.5
102,Central Coast,2025-09-01,7.7
102,Central Coast,2025-10-01,7.2
102,Central Coast,2025-11-01,7.2
102,Central Coast,2025-12-01,6.3
102,Central Coast,2026-01-01,8.7
102,Central Coast,2026-02-01,7.9
102,Central Coast,2026-03-01,9.2
103,New South Wales - Central West,2012-01-01,4.7
103,New South Wales - Central West,2012-02-01,5.0
103,New South Wales - Central West,2012-03-01,4.0
103,New South Wales - Central West,2012-04-01,3.9
103,New South Wales - Central West,2012-05-01,4.2
103,New South Wales - Central West,2012-06-01,4.5
103,New South Wales - Central West,2012-07-01,4.4
103,New South Wales - Central West,2012-08-01,3.9
103,New South Wales - Central West,2012-09-01,4.6
103,New South Wales - Central West,2012-10-01,4.5
103,New South Wales - Central West,2012-11-01,4.5
103,New South Wales - Central West,2012-12-01,4.6
103,New South Wales - Central West,2013-01-01,4.7
103,New South Wales - Central West,2013-02-01,5.2
103,New South Wales - Central West,2013-03-01,5.3
103,New South Wales - Central West,2013-04-01,5.0
103,New South Wales - Central West,2013-05-01,5.0
103,New South Wales - Central West,2013-06-01,4.7
103,New South Wales - Central West,2013-07-01,4.8
103,New South Wales - Central West,2013-08-01,4.9
103,New South Wales - Central West,2013-09-01,4.7
103,New South Wales - Central West,2013-10-01,5.0
103,New South Wales - Central West,2013-11-01,5.1
103,New South Wales - Central West,2013-12-01,4.9
103,New South Wales - Central West,2014-01-01,5.4
103,New South Wales - Central West,2014-02-01,5.9
103,New South Wales - Central West,2014-03-01,5.1
103,New South Wales - Central West,2014-04-01,5.1
103,New South Wales - Central West,2014-05-01,5.2
103,New South Wales - Central West,2014-06-01,5.3
103,New South Wales - Central West,2014-07-01,5.7
103,New South Wales - Central West,2014-08-01,5.3
103,New South Wales - Central West,2014-09-01,5.3
103,New South Wales - Central West,2014-10-01,5.7
103,New South Wales - Central West,2014-11-01,5.9
103,New South Wales - Central West,2014-12-01,6.0
103,New South Wales - Central West,2015-01-01,6.7
103,New South Wales - Central West,2015-02-01,6.9
103,New South Wales - Central West,2015-03-01,6.6
103,New South Wales - Central West,2015-04-01,5.9
103,New South Wales - Central West,2015-05-01,5.9
103,New South Wales - Central West,2015-06-01,5.8
103,New South Wales - Central West,2015-07-01,5.7
103,New South Wales - Central West,2015-08-01,6.2
103,New South Wales - Central West,2015-09-01,6.1
103,New South Wales - Central West,2015-10-01,5.7
103,New South Wales - Central West,2015-11-01,5.2
103,New South Wales - Central West,2015-12-01,5.0
103,New South Wales - Central West,2016-01-01,5.8
103,New South Wales - Central West,2016-02-01,5.3
103,New South Wales - Central West,2016-03-01,5.6
103,New South Wales - Central West,2016-04-01,5.1
103,New South Wales - Central West,2016-05-01,4.9
103,New South Wales - Central West,2016-06-01,5.4
103,New South Wales - Central West,2016-07-01,4.6
103,New South Wales - Central West,2016-08-01,5.1
103,New South Wales - Central West,2016-09-01,4.5
103,New South Wales - Central West,2016-10-01,4.6
103,New South Wales - Central West,2016-11-01,4.6
103,New South Wales - Central West,2016-12-01,4.9
103,New South Wales - Central West,2017-01-01,5.0
103,New South Wales - Central West,2017-02-01,5.2
103,New South Wales - Central West,2017-03-01,5.3
103,New South Wales - Central West,2017-04-01,4.4
103,New South Wales - Central West,2017-05-01,4.4
103,New South Wales - Central West,2017-06-01,4.4
103,New South Wales - Central West,2017-07-01,4.9
103,New South Wales - Central West,2017-08-01,4.7
103,New South Wales - Central West,2017-09-01,4.7
103,New South Wales - Central West,2017-10-01,4.7
103,New South Wales - Central West,2017-11-01,3.9
103,New South Wales - Central West,2017-12-01,5.0
103,New South Wales - Central West,2018-01-01,5.9
103,New South Wales - Central West,2018-02-01,5.4
103,New South Wales - Central West,2018-03-01,5.4
103,New South Wales - Central West,2018-04-01,5.0
103,New South Wales - Central West,2018-05-01,5.1
103,New South Wales - Central West,2018-06-01,5.2
103,New South Wales - Central West,2018-07-01,5.1
103,New South Wales - Central West,2018-08-01,4.9
103,New South Wales - Central West,2018-09-01,4.6
103,New South Wales - Central West,2018-10-01,4.6
103,New South Wales - Central West,2018-11-01,4.5
103,New South Wales - Central West,2018-12-01,4.4
103,New South Wales - Central West,2019-01-01,4.1
103,New South Wales - Central West,2019-02-01,4.9
103,New South Wales - Central West,2019-03-01,4.5
103,New South Wales - Central West,2019-04-01,4.6
103,New South Wales - Central West,2019-05-01,4.8
103,New South Wales - Central West,2019-06-01,4.5
103,New South Wales - Central West,2019-07-01,4.0
103,New South Wales - Central West,2019-08-01,4.5
103,New South Wales - Central West,2019-09-01,4.7
103,New South Wales - Central West,2019-10-01,5.1
103,New South Wales - Central West,2019-11-01,4.4
103,New South Wales - Central West,2019-12-01,4.1
103,New South Wales - Central West,2020-01-01,5.2
103,New South Wales - Central West,2020-02-01,4.8
103,New South Wales - Central West,2020-03-01,5.0
103,New South Wales - Central West,2020-04-01,5.6
103,New South Wales - Central West,2020-05-01,5.1
103,New South Wales - Central West,2020-06-01,5.5
103,New South Wales - Central West,2020-07-01,5.8
103,New South Wales - Central West,2020-08-01,5.4
103,New South Wales - Central West,2020-09-01,6.0
103,New South Wales - Central West,2020-10-01,5.2
103,New South Wales - Central West,2020-11-01,5.1
103,New South Wales - Central West,2020-12-01,5.1
103,New South Wales - Central West,2021-01-01,5.1
103,New South Wales - Central West,2021-02-01,4.7
103,New South Wales - Central West,2021-03-01,4.5
103,New South Wales - Central West,2021-04-01,4.6
103,New South Wales - Central West,2021-05-01,4.0
103,New South Wales - Central West,2021-06-01,4.3
103,New South Wales - Central West,2021-07-01,4.0
103,New South Wales - Central West,2021-08-01,4.2
103,New South Wales - Central West,2021-09-01,4.0
103,New South Wales - Central West,2021-10-01,4.7
103,New South Wales - Central West,2021-11-01,3.7
103,New South Wales - Central West,2021-12-01,3.6
103,New South Wales - Central West,2022-01-01,4.3
103,New South Wales - Central West,2022-02-01,4.1
103,New South Wales - Central West,2022-03-01,3.4
103,New South Wales - Central West,2022-04-01,3.4
103,New South Wales - Central West,2022-05-01,3.7
103,New South Wales - Central West,2022-06-01,3.3
103,New South Wales - Central West,2022-07-01,3.5
103,New South Wales - Central West,2022-08-01,3.4
103,New South Wales - Central West,2022-09-01,3.0
103,New South Wales - Central West,2022-10-01,3.1
103,New South Wales - Central West,2022-11-01,3.4
103,New South Wales - Central West,2022-12-01,3.1
103,New South Wales - Central West,2023-01-01,3.2
103,New South Wales - Central West,2023-02-01,3.7
103,New South Wales - Central West,2023-03-01,3.6
103,New South Wales - Central West,2023-04-01,3.3
103,New South Wales - Central West,2023-05-01,3.2
103,New South Wales - Central West,2023-06-01,3.4
103,New South Wales - Central West,2023-07-01,3.0
103,New South Wales - Central West,2023-08-01,3.6
103,New South Wales - Central West,2023-09-01,3.3
103,New South Wales - Central West,2023-10-01,3.3
103,New South Wales - Central West,2023-11-01,3.6
103,New South Wales - Central West,2023-12-01,3.8
103,New South Wales - Central West,2024-01-01,4.0
103,New South Wales - Central West,2024-02-01,3.6
103,New South Wales - Central West,2024-03-01,4.1
103,New South Wales - Central West,2024-04-01,3.9
103,New South Wales - Central West,2024-05-01,3.9
103,New South Wales - Central West,2024-06-01,3.9
103,New South Wales - Central West,2024-07-01,4.1
103,New South Wales - Central West,2024-08-01,4.3
103,New South Wales - Central West,2024-09-01,3.5
103,New South Wales - Central West,2024-10-01,3.6
103,New South Wales - Central West,2024-11-01,3.6
103,New South Wales - Central West,2024-12-01,4.0
103,New South Wales - Central West,2025-01-01,4.7
103,New South Wales - Central West,2025-02-01,4.4
103,New South Wales - Central West,2025-03-01,3.8
103,New South Wales - Central West,2025-04-01,3.9
103,New South Wales - Central West,2025-05-01,4.2
103,New South Wales - Central West,2025-06-01,4.3
103,New South Wales - Central West,2025-07-01,4.3
103,New South Wales - Central West,2025-08-01,4.3
103,New South Wales - Central West,2025-09-01,4.2
103,New South Wales - Central West,2025-10-01,4.1
103,New South Wales - Central West,2025-11-01,3.9
103,New South Wales - Central West,2025-12-01,3.8
103,New South Wales - Central West,2026-01-01,4.5
103,New South Wales - Central West,2026-02-01,4.3
103,New South Wales - Central West,2026-03-01,4.6
104,Coffs Harbour - Grafton,2012-01-01,4.1
104,Coffs Harbour - Grafton,2012-02-01,4.3
104,Coffs Harbour - Grafton,2012-03-01,3.9
104,Coffs Harbour - Grafton,2012-04-01,3.7
104,Coffs Harbour - Grafton,2012-05-01,4.1
104,Coffs Harbour - Grafton,2012-06-01,3.7
104,Coffs Harbour - Grafton,2012-07-01,3.8
104,Coffs Harbour - Grafton,2012-08-01,3.6
104,Coffs Harbour - Grafton,2012-09-01,4.3
104,Coffs Harbour - Grafton,2012-10-01,4.1
104,Coffs Harbour - Grafton,2012-11-01,3.7
104,Coffs Harbour - Grafton,2012-12-01,3.9
104,Coffs Harbour - Grafton,2013-01-01,4.3
104,Coffs Harbour - Grafton,2013-02-01,4.6
104,Coffs Harbour - Grafton,2013-03-01,4.4
104,Coffs Harbour - Grafton,2013-04-01,4.1
104,Coffs Harbour - Grafton,2013-05-01,4.3
104,Coffs Harbour - Grafton,2013-06-01,4.0
104,Coffs Harbour - Grafton,2013-07-01,4.0
104,Coffs Harbour - Grafton,2013-08-01,4.1
104,Coffs Harbour - Grafton,2013-09-01,3.8
104,Coffs Harbour - Grafton,2013-10-01,4.0
104,Coffs Harbour - Grafton,2013-11-01,4.1
104,Coffs Harbour - Grafton,2013-12-01,4.1
104,Coffs Harbour - Grafton,2014-01-01,4.6
104,Coffs Harbour - Grafton,2014-02-01,4.9
104,Coffs Harbour - Grafton,2014-03-01,4.3
104,Coffs Harbour - Grafton,2014-04-01,4.0
104,Coffs Harbour - Grafton,2014-05-01,4.4
104,Coffs Harbour - Grafton,2014-06-01,4.3
104,Coffs Harbour - Grafton,2014-07-01,4.3
104,Coffs Harbour - Grafton,2014-08-01,4.5
104,Coffs Harbour - Grafton,2014-09-01,4.5
104,Coffs Harbour - Grafton,2014-10-01,4.3
104,Coffs Harbour - Grafton,2014-11-01,4.9
104,Coffs Harbour - Grafton,2014-12-01,4.5
104,Coffs Harbour - Grafton,2015-01-01,5.2
104,Coffs Harbour - Grafton,2015-02-01,5.4
104,Coffs Harbour - Grafton,2015-03-01,5.1
104,Coffs Harbour - Grafton,2015-04-01,4.9
104,Coffs Harbour - Grafton,2015-05-01,4.5
104,Coffs Harbour - Grafton,2015-06-01,4.5
104,Coffs Harbour - Grafton,2015-07-01,4.4
104,Coffs Harbour - Grafton,2015-08-01,4.4
104,Coffs Harbour - Grafton,2015-09-01,4.5
104,Coffs Harbour - Grafton,2015-10-01,4.2
104,Coffs Harbour - Grafton,2015-11-01,3.8
104,Coffs Harbour - Grafton,2015-12-01,3.9
104,Coffs Harbour - Grafton,2016-01-01,4.2
104,Coffs Harbour - Grafton,2016-02-01,4.5
104,Coffs Harbour - Grafton,2016-03-01,4.0
104,Coffs Harbour - Grafton,2016-04-01,3.7
104,Coffs Harbour - Grafton,2016-05-01,3.2
104,Coffs Harbour - Grafton,2016-06-01,3.9
104,Coffs Harbour - Grafton,2016-07-01,3.6
104,Coffs Harbour - Grafton,2016-08-01,3.6
104,Coffs Harbour - Grafton,2016-09-01,3.3
104,Coffs Harbour - Grafton,2016-10-01,3.5
104,Coffs Harbour - Grafton,2016-11-01,3.4
104,Coffs Harbour - Grafton,2016-12-01,3.6
104,Coffs Harbour - Grafton,2017-01-01,3.9
104,Coffs Harbour - Grafton,2017-02-01,4.0
104,Coffs Harbour - Grafton,2017-03-01,4.0
104,Coffs Harbour - Grafton,2017-04-01,3.5
104,Coffs Harbour - Grafton,2017-05-01,3.5
104,Coffs Harbour - Grafton,2017-06-01,3.5
104,Coffs Harbour - Grafton,2017-07-01,3.6
104,Coffs Harbour - Grafton,2017-08-01,3.6
104,Coffs Harbour - Grafton,2017-09-01,3.3
104,Coffs Harbour - Grafton,2017-10-01,3.7
104,Coffs Harbour - Grafton,2017-11-01,3.5
104,Coffs Harbour - Grafton,2017-12-01,3.5
104,Coffs Harbour - Grafton,2018-01-01,4.4
104,Coffs Harbour - Grafton,2018-02-01,4.3
104,Coffs Harbour - Grafton,2018-03-01,4.2
104,Coffs Harbour - Grafton,2018-04-01,4.0
104,Coffs Harbour - Grafton,2018-05-01,4.0
104,Coffs Harbour - Grafton,2018-06-01,3.9
104,Coffs Harbour - Grafton,2018-07-01,4.0
104,Coffs Harbour - Grafton,2018-08-01,3.8
104,Coffs Harbour - Grafton,2018-09-01,3.7
104,Coffs Harbour - Grafton,2018-10-01,3.6
104,Coffs Harbour - Grafton,2018-11-01,3.5
104,Coffs Harbour - Grafton,2018-12-01,3.5
104,Coffs Harbour - Grafton,2019-01-01,3.5
104,Coffs Harbour - Grafton,2019-02-01,3.5
104,Coffs Harbour - Grafton,2019-03-01,3.6
104,Coffs Harbour - Grafton,2019-04-01,3.4
104,Coffs Harbour - Grafton,2019-05-01,3.6
104,Coffs Harbour - Grafton,2019-06-01,3.4
104,Coffs Harbour - Grafton,2019-07-01,3.4
104,Coffs Harbour - Grafton,2019-08-01,3.6
104,Coffs Harbour - Grafton,2019-09-01,3.5
104,Coffs Harbour - Grafton,2019-10-01,3.7
104,Coffs Harbour - Grafton,2019-11-01,3.5
104,Coffs Harbour - Grafton,2019-12-01,3.5
104,Coffs Harbour - Grafton,2020-01-01,3.9
104,Coffs Harbour - Grafton,2020-02-01,4.1
104,Coffs Harbour - Grafton,2020-03-01,3.7
104,Coffs Harbour - Grafton,2020-04-01,3.9
104,Coffs Harbour - Grafton,2020-05-01,4.3
104,Coffs Harbour - Grafton,2020-06-01,4.6
104,Coffs Harbour - Grafton,2020-07-01,4.6
104,Coffs Harbour - Grafton,2020-08-01,4.3
104,Coffs Harbour - Grafton,2020-09-01,4.6
104,Coffs Harbour - Grafton,2020-10-01,4.2
104,Coffs Harbour - Grafton,2020-11-01,4.0
104,Coffs Harbour - Grafton,2020-12-01,3.9
104,Coffs Harbour - Grafton,2021-01-01,3.6
104,Coffs Harbour - Grafton,2021-02-01,4.1
104,Coffs Harbour - Grafton,2021-03-01,3.9
104,Coffs Harbour - Grafton,2021-04-01,3.7
104,Coffs Harbour - Grafton,2021-05-01,3.4
104,Coffs Harbour - Grafton,2021-06-01,3.7
104,Coffs Harbour - Grafton,2021-07-01,3.1
104,Coffs Harbour - Grafton,2021-08-01,3.1
104,Coffs Harbour - Grafton,2021-09-01,3.1
104,Coffs Harbour - Grafton,2021-10-01,2.9
104,Coffs Harbour - Grafton,2021-11-01,3.4
104,Coffs Harbour - Grafton,2021-12-01,2.9
104,Coffs Harbour - Grafton,2022-01-01,3.2
104,Coffs Harbour - Grafton,2022-02-01,3.4
104,Coffs Harbour - Grafton,2022-03-01,3.3
104,Coffs Harbour - Grafton,2022-04-01,2.9
104,Coffs Harbour - Grafton,2022-05-01,3.0
104,Coffs Harbour - Grafton,2022-06-01,2.8
104,Coffs Harbour - Grafton,2022-07-01,2.5
104,Coffs Harbour - Grafton,2022-08-01,2.8
104,Coffs Harbour - Grafton,2022-09-01,2.8
104,Coffs Harbour - Grafton,2022-10-01,2.4
104,Coffs Harbour - Grafton,2022-11-01,2.6
